Dog_ID,Breed,Dog_Age,Behavior,Size,Health_Condition,Housing_Type,Lifestyle,Family_Composition,Pet_Experience,Match_Category
1532,Aspin,1.5 years,Energetic,Large,Chronic Illness,Apartment,Active,No Kids,Yes,Bad Match ❌
1533,Aspin,2 years,Energetic,Large,Chronic Illness,House,Sedentary,No Kids,No,Good Match ✅
1534,Aspin,5 years,Energetic,Small,Healthy,Apartment,Active,No Kids,Yes,Bad Match ❌
1535,Aspin,1.5 years,Energetic,Large,Special Needs,House,Sedentary,No Kids,Yes,Bad Match ❌
1536,Aspin,3 years,Independent,Medium,Healthy,Condo,Sedentary,No Kids,Yes,Bad Match ❌
1537,Aspin,2 years,Independent,Medium,Chronic Illness,House,Sedentary,No Kids,No,Good Match ✅
1538,Aspin,7 years,Calm,Large,Healthy,Condo,Sedentary,No Kids,No,Bad Match ❌
1539,Aspin,2 years,Energetic,Small,Special Needs,Condo,Active,No Kids,No,Bad Match ❌
1540,Aspin,1.5 years,Aggressive,Small,Chronic Illness,Condo,Active,With Kids,Yes,Bad Match ❌
1541,Aspin,2 years,Calm,Small,Chronic Illness,Apartment,Active,With Kids,Yes,Good Match ✅
1542,Aspin,8 years,Energetic,Small,Healthy,Apartment,Sedentary,No Kids,Yes,Good Match ✅
1543,Aspin,1.5 years,Calm,Small,Healthy,House,Active,With Kids,No,Good Match ✅
1544,Aspin,7 years,Energetic,Medium,Special Needs,Condo,Sedentary,With Kids,Yes,Bad Match ❌
1545,Aspin,7 years,Calm,Medium,Special Needs,Condo,Sedentary,With Kids,Yes,Bad Match ❌
1546,Aspin,1.5 years,Calm,Medium,Chronic Illness,Condo,Sedentary,With Kids,Yes,Bad Match ❌
1547,Aspin,1.5 years,Aggressive,Small,Chronic Illness,House,Sedentary,No Kids,Yes,Bad Match ❌
1548,Aspin,7 years,Energetic,Small,Chronic Illness,House,Active,With Kids,Yes,Bad Match ❌
1549,Aspin,3 years,Aggressive,Large,Chronic Illness,Apartment,Sedentary,With Kids,No,Good Match ✅
1550,Aspin,8 years,Energetic,Medium,Special Needs,Condo,Active,With Kids,No,Bad Match ❌
1551,Aspin,2 years,Calm,Medium,Chronic Illness,House,Sedentary,With Kids,Yes,Bad Match ❌
1552,Aspin,8 years,Energetic,Large,Chronic Illness,Apartment,Sedentary,With Kids,Yes,Bad Match ❌
1553,Aspin,3 years,Aggressive,Medium,Special Needs,House,Sedentary,With Kids,No,Bad Match ❌
1554,Aspin,2 years,Energetic,Medium,Healthy,Condo,Active,No Kids,Yes,Good Match ✅
1555,Aspin,8 years,Calm,Medium,Chronic Illness,Apartment,Active,With Kids,Yes,Good Match ✅
1556,Aspin,5 years,Independent,Medium,Special Needs,Apartment,Active,With Kids,Yes,Good Match ✅
1557,Aspin,3 years,Independent,Small,Healthy,Apartment,Sedentary,No Kids,No,Good Match ✅
1558,Aspin,7 years,Energetic,Small,Healthy,House,Sedentary,No Kids,No,Bad Match ❌
1559,Aspin,8 years,Calm,Small,Healthy,Condo,Sedentary,No Kids,Yes,Good Match ✅
1560,Aspin,5 years,Calm,Small,Special Needs,Apartment,Sedentary,No Kids,No,Bad Match ❌
1561,Aspin,8 years,Energetic,Large,Chronic Illness,Condo,Sedentary,With Kids,No,Good Match ✅
1562,Aspin,8 years,Independent,Medium,Healthy,House,Sedentary,No Kids,Yes,Good Match ✅
1563,Aspin,2 years,Calm,Medium,Chronic Illness,House,Sedentary,No Kids,No,Good Match ✅
1564,Aspin,1.5 years,Energetic,Medium,Special Needs,House,Active,No Kids,No,Good Match ✅
1565,Aspin,3 years,Independent,Medium,Chronic Illness,Condo,Active,With Kids,No,Good Match ✅
1566,Aspin,5 years,Independent,Large,Chronic Illness,Condo,Active,No Kids,Yes,Good Match ✅
1567,Aspin,5 years,Independent,Large,Special Needs,Condo,Active,With Kids,Yes,Bad Match ❌
1568,Aspin,3 years,Energetic,Medium,Chronic Illness,Apartment,Active,No Kids,Yes,Good Match ✅
1569,Aspin,7 years,Independent,Small,Special Needs,Apartment,Active,With Kids,No,Bad Match ❌
1570,Aspin,7 years,Calm,Large,Chronic Illness,Condo,Sedentary,No Kids,Yes,Bad Match ❌
1571,Aspin,5 years,Independent,Medium,Special Needs,House,Active,With Kids,No,Good Match ✅
1572,Aspin,7 years,Energetic,Large,Healthy,House,Active,With Kids,No,Bad Match ❌
1573,Aspin,3 years,Calm,Medium,Chronic Illness,House,Sedentary,With Kids,No,Bad Match ❌
1574,Aspin,8 years,Energetic,Small,Healthy,House,Sedentary,No Kids,No,Bad Match ❌
1575,Aspin,7 years,Aggressive,Small,Healthy,House,Active,With Kids,No,Good Match ✅
1576,Aspin,3 years,Calm,Large,Healthy,House,Sedentary,No Kids,Yes,Good Match ✅
1577,Aspin,7 years,Independent,Large,Special Needs,Apartment,Sedentary,No Kids,Yes,Good Match ✅
1578,Aspin,3 years,Independent,Small,Healthy,Apartment,Sedentary,No Kids,Yes,Good Match ✅
1579,Aspin,5 years,Energetic,Medium,Healthy,House,Sedentary,No Kids,No,Bad Match ❌
1580,Aspin,1.5 years,Aggressive,Medium,Healthy,House,Sedentary,With Kids,Yes,Good Match ✅
1581,Aspin,5 years,Energetic,Small,Chronic Illness,Condo,Sedentary,With Kids,No,Bad Match ❌
1582,Aspin,3 years,Calm,Small,Healthy,Apartment,Active,No Kids,Yes,Good Match ✅
1583,Aspin,7 years,Independent,Small,Chronic Illness,Apartment,Active,With Kids,Yes,Good Match ✅
1584,Aspin,1.5 years,Independent,Small,Special Needs,House,Active,No Kids,No,Bad Match ❌
1585,Aspin,1.5 years,Energetic,Large,Healthy,Apartment,Sedentary,No Kids,Yes,Good Match ✅
1586,Aspin,5 years,Calm,Large,Chronic Illness,Condo,Active,No Kids,No,Bad Match ❌
1587,Aspin,2 years,Independent,Large,Special Needs,Apartment,Sedentary,No Kids,Yes,Good Match ✅
1588,Aspin,3 years,Aggressive,Medium,Special Needs,House,Sedentary,No Kids,No,Bad Match ❌
1589,Aspin,8 years,Calm,Small,Chronic Illness,Apartment,Active,No Kids,Yes,Bad Match ❌
1590,Aspin,7 years,Energetic,Medium,Healthy,Apartment,Active,No Kids,No,Good Match ✅
1591,Aspin,5 years,Energetic,Small,Special Needs,House,Sedentary,No Kids,Yes,Bad Match ❌
1592,Aspin,1.5 years,Calm,Medium,Chronic Illness,Apartment,Sedentary,With Kids,Yes,Good Match ✅
1593,Aspin,2 years,Calm,Medium,Healthy,Apartment,Sedentary,No Kids,Yes,Bad Match ❌
1594,Aspin,1.5 years,Aggressive,Large,Chronic Illness,House,Sedentary,No Kids,Yes,Good Match ✅
1595,Aspin,1.5 years,Calm,Small,Special Needs,Apartment,Active,With Kids,Yes,Bad Match ❌
1596,Aspin,5 years,Energetic,Medium,Special Needs,Condo,Active,With Kids,Yes,Bad Match ❌
1597,Aspin,7 years,Energetic,Large,Chronic Illness,Apartment,Active,No Kids,No,Bad Match ❌
1598,Aspin,8 years,Aggressive,Large,Chronic Illness,Apartment,Active,With Kids,Yes,Bad Match ❌
1599,Aspin,1.5 years,Independent,Small,Special Needs,Apartment,Sedentary,No Kids,No,Good Match ✅
1600,Aspin,1.5 years,Calm,Large,Healthy,Condo,Active,No Kids,No,Good Match ✅
1601,Aspin,5 years,Aggressive,Small,Healthy,House,Sedentary,No Kids,Yes,Bad Match ❌
1602,Aspin,3 years,Independent,Medium,Healthy,House,Sedentary,No Kids,No,Good Match ✅
1603,Aspin,5 years,Calm,Large,Chronic Illness,House,Sedentary,With Kids,Yes,Bad Match ❌
1604,Aspin,5 years,Energetic,Medium,Healthy,House,Active,No Kids,Yes,Bad Match ❌
1605,Aspin,8 years,Independent,Medium,Chronic Illness,House,Active,No Kids,No,Good Match ✅
1606,Aspin,2 years,Independent,Small,Healthy,Apartment,Active,No Kids,Yes,Good Match ✅
1607,Aspin,7 years,Aggressive,Medium,Special Needs,Apartment,Sedentary,With Kids,No,Good Match ✅
1608,Aspin,2 years,Independent,Small,Chronic Illness,House,Active,No Kids,No,Bad Match ❌
1609,Aspin,8 years,Independent,Large,Healthy,Condo,Active,With Kids,Yes,Good Match ✅
1610,Aspin,7 years,Independent,Medium,Healthy,Apartment,Sedentary,With Kids,No,Good Match ✅
1611,Aspin,7 years,Independent,Large,Healthy,Condo,Sedentary,No Kids,Yes,Good Match ✅
1612,Aspin,3 years,Calm,Small,Healthy,House,Sedentary,No Kids,No,Good Match ✅
1613,Aspin,2 years,Calm,Large,Chronic Illness,Apartment,Active,With Kids,No,Good Match ✅
1614,Aspin,2 years,Calm,Large,Special Needs,Condo,Active,No Kids,No,Bad Match ❌
1615,Aspin,7 years,Aggressive,Medium,Healthy,Condo,Sedentary,No Kids,No,Bad Match ❌
1616,Aspin,8 years,Calm,Large,Special Needs,Condo,Sedentary,No Kids,No,Good Match ✅
1617,Aspin,5 years,Calm,Medium,Healthy,Condo,Sedentary,With Kids,Yes,Bad Match ❌
1618,Aspin,5 years,Calm,Large,Chronic Illness,Apartment,Active,No Kids,No,Good Match ✅
1619,Aspin,7 years,Independent,Medium,Chronic Illness,Apartment,Sedentary,With Kids,Yes,Bad Match ❌
1620,Aspin,2 years,Independent,Small,Chronic Illness,Apartment,Active,With Kids,No,Good Match ✅
1621,Aspin,7 years,Independent,Small,Special Needs,Apartment,Sedentary,No Kids,Yes,Good Match ✅
1622,Aspin,5 years,Aggressive,Small,Healthy,House,Active,No Kids,No,Bad Match ❌
1623,Aspin,8 years,Independent,Small,Healthy,Apartment,Active,With Kids,No,Good Match ✅
1624,Aspin,7 years,Aggressive,Small,Healthy,Apartment,Sedentary,With Kids,No,Good Match ✅
1625,Aspin,3 years,Energetic,Medium,Healthy,Condo,Sedentary,No Kids,Yes,Bad Match ❌
1626,Aspin,1.5 years,Independent,Large,Special Needs,House,Sedentary,With Kids,No,Bad Match ❌
1627,Aspin,7 years,Energetic,Small,Special Needs,House,Sedentary,No Kids,Yes,Bad Match ❌
1628,Aspin,5 years,Independent,Medium,Chronic Illness,House,Active,With Kids,Yes,Bad Match ❌
1629,Aspin,7 years,Calm,Large,Special Needs,Condo,Active,With Kids,No,Good Match ✅
1630,Aspin,1.5 years,Independent,Medium,Healthy,House,Sedentary,No Kids,Yes,Good Match ✅
1631,Aspin,3 years,Calm,Medium,Special Needs,House,Active,No Kids,No,Bad Match ❌
1632,Aspin,8 years,Calm,Medium,Healthy,Apartment,Active,With Kids,Yes,Bad Match ❌
1633,Aspin,3 years,Aggressive,Medium,Healthy,Condo,Active,No Kids,No,Good Match ✅
1634,Aspin,7 years,Calm,Large,Chronic Illness,Apartment,Active,With Kids,Yes,Good Match ✅
1635,Aspin,8 years,Calm,Large,Special Needs,Apartment,Active,With Kids,Yes,Good Match ✅
1636,Aspin,8 years,Calm,Large,Healthy,Condo,Sedentary,With Kids,No,Bad Match ❌
1637,Aspin,5 years,Independent,Small,Healthy,Condo,Sedentary,With Kids,Yes,Bad Match ❌
1638,Aspin,5 years,Energetic,Large,Healthy,Condo,Active,With Kids,No,Good Match ✅
1639,Aspin,2 years,Aggressive,Medium,Special Needs,House,Active,No Kids,Yes,Good Match ✅
1640,Aspin,8 years,Aggressive,Large,Healthy,Apartment,Sedentary,With Kids,Yes,Bad Match ❌
1641,Aspin,8 years,Calm,Medium,Chronic Illness,Condo,Sedentary,No Kids,Yes,Good Match ✅
1642,Aspin,5 years,Independent,Small,Healthy,Condo,Sedentary,With Kids,Yes,Good Match ✅
1643,Aspin,5 years,Energetic,Small,Special Needs,Condo,Active,No Kids,Yes,Good Match ✅
1644,Aspin,8 years,Calm,Large,Healthy,Condo,Active,No Kids,Yes,Good Match ✅
1645,Aspin,1.5 years,Energetic,Small,Chronic Illness,House,Active,No Kids,No,Bad Match ❌
1646,Aspin,1.5 years,Energetic,Large,Chronic Illness,Apartment,Sedentary,With Kids,Yes,Good Match ✅
1647,Aspin,2 years,Independent,Medium,Special Needs,House,Sedentary,No Kids,Yes,Good Match ✅
1648,Aspin,8 years,Energetic,Large,Healthy,Apartment,Sedentary,With Kids,Yes,Bad Match ❌
1649,Aspin,1.5 years,Aggressive,Small,Chronic Illness,Condo,Sedentary,With Kids,No,Bad Match ❌
1650,Aspin,5 years,Calm,Small,Special Needs,Apartment,Sedentary,With Kids,Yes,Bad Match ❌
1651,Aspin,8 years,Calm,Small,Healthy,Apartment,Sedentary,No Kids,No,Good Match ✅
1652,Aspin,1.5 years,Aggressive,Small,Healthy,House,Active,No Kids,Yes,Bad Match ❌
1653,Aspin,8 years,Independent,Medium,Healthy,Condo,Sedentary,With Kids,Yes,Bad Match ❌
1654,Aspin,1.5 years,Calm,Medium,Chronic Illness,Apartment,Active,With Kids,Yes,Good Match ✅
1655,Aspin,2 years,Aggressive,Large,Healthy,House,Sedentary,With Kids,Yes,Bad Match ❌
1656,Aspin,2 years,Aggressive,Large,Healthy,Apartment,Active,With Kids,No,Good Match ✅
1657,Aspin,8 years,Independent,Large,Chronic Illness,Apartment,Sedentary,No Kids,No,Bad Match ❌
1658,Aspin,3 years,Independent,Medium,Special Needs,House,Active,No Kids,Yes,Good Match ✅
1659,Aspin,7 years,Aggressive,Small,Special Needs,House,Active,No Kids,No,Bad Match ❌
1660,Aspin,1.5 years,Energetic,Large,Healthy,Apartment,Active,With Kids,Yes,Good Match ✅
1661,Aspin,2 years,Calm,Small,Special Needs,Apartment,Active,With Kids,Yes,Good Match ✅
1662,Aspin,1.5 years,Energetic,Medium,Chronic Illness,Condo,Active,No Kids,No,Bad Match ❌
1663,Aspin,7 years,Calm,Small,Chronic Illness,Apartment,Active,With Kids,Yes,Good Match ✅
1664,Aspin,5 years,Aggressive,Large,Healthy,Condo,Active,With Kids,Yes,Good Match ✅
1665,Aspin,2 years,Calm,Large,Special Needs,House,Sedentary,No Kids,No,Good Match ✅
1666,Aspin,8 years,Aggressive,Medium,Special Needs,House,Active,With Kids,No,Bad Match ❌
1667,Aspin,1.5 years,Aggressive,Small,Special Needs,House,Active,No Kids,Yes,Bad Match ❌
1668,Aspin,7 years,Independent,Medium,Healthy,House,Active,With Kids,Yes,Bad Match ❌
1669,Aspin,8 years,Calm,Large,Special Needs,Apartment,Active,With Kids,No,Bad Match ❌
1670,Aspin,5 years,Calm,Small,Healthy,House,Sedentary,With Kids,Yes,Good Match ✅
1671,Aspin,2 years,Energetic,Small,Healthy,House,Sedentary,No Kids,No,Bad Match ❌
1672,Aspin,5 years,Aggressive,Small,Healthy,Condo,Active,With Kids,No,Bad Match ❌
1673,Aspin,5 years,Independent,Small,Chronic Illness,Apartment,Active,With Kids,Yes,Bad Match ❌
1674,Aspin,2 years,Aggressive,Small,Chronic Illness,Condo,Sedentary,With Kids,Yes,Good Match ✅
1675,Aspin,2 years,Calm,Large,Chronic Illness,Condo,Sedentary,No Kids,No,Good Match ✅
1676,Aspin,7 years,Calm,Small,Chronic Illness,Apartment,Active,No Kids,No,Bad Match ❌
1677,Aspin,8 years,Aggressive,Small,Special Needs,Apartment,Sedentary,With Kids,No,Bad Match ❌
1678,Aspin,1.5 years,Energetic,Small,Healthy,Apartment,Sedentary,No Kids,No,Bad Match ❌
1679,Aspin,3 years,Aggressive,Large,Special Needs,Condo,Active,No Kids,Yes,Good Match ✅
1680,Aspin,5 years,Calm,Medium,Chronic Illness,House,Sedentary,No Kids,No,Good Match ✅
1681,Aspin,3 years,Calm,Small,Healthy,Condo,Sedentary,With Kids,Yes,Good Match ✅
1682,Aspin,8 years,Calm,Large,Healthy,Apartment,Active,No Kids,No,Bad Match ❌
1683,Aspin,2 years,Aggressive,Large,Healthy,House,Active,No Kids,No,Good Match ✅
1684,Aspin,1.5 years,Energetic,Large,Special Needs,House,Sedentary,With Kids,No,Bad Match ❌
1685,Aspin,2 years,Calm,Small,Chronic Illness,Apartment,Active,With Kids,Yes,Good Match ✅
1686,Aspin,8 years,Energetic,Small,Special Needs,Condo,Active,No Kids,Yes,Bad Match ❌
1687,Aspin,5 years,Calm,Medium,Healthy,Apartment,Sedentary,No Kids,Yes,Bad Match ❌
1688,Aspin,3 years,Independent,Medium,Special Needs,House,Sedentary,No Kids,Yes,Good Match ✅
1689,Aspin,1.5 years,Independent,Large,Chronic Illness,Condo,Active,No Kids,No,Good Match ✅
1690,Aspin,8 years,Energetic,Medium,Chronic Illness,Condo,Sedentary,With Kids,No,Bad Match ❌
1691,Aspin,8 years,Aggressive,Small,Special Needs,Apartment,Active,With Kids,Yes,Bad Match ❌
1692,Aspin,8 years,Aggressive,Large,Healthy,Apartment,Active,No Kids,No,Bad Match ❌
1693,Aspin,2 years,Independent,Small,Chronic Illness,Apartment,Active,With Kids,No,Good Match ✅
1694,Aspin,3 years,Energetic,Small,Healthy,House,Active,No Kids,Yes,Bad Match ❌
1695,Aspin,5 years,Aggressive,Medium,Chronic Illness,Apartment,Sedentary,With Kids,No,Good Match ✅
1696,Aspin,1.5 years,Energetic,Medium,Chronic Illness,Condo,Sedentary,No Kids,No,Good Match ✅
1697,Aspin,3 years,Energetic,Medium,Healthy,House,Active,No Kids,Yes,Good Match ✅
1698,Aspin,1.5 years,Aggressive,Large,Chronic Illness,Condo,Sedentary,With Kids,Yes,Bad Match ❌
1699,Aspin,8 years,Calm,Medium,Healthy,House,Active,No Kids,Yes,Good Match ✅
1700,Aspin,8 years,Independent,Large,Special Needs,Apartment,Sedentary,No Kids,No,Good Match ✅
1701,Aspin,8 years,Independent,Small,Healthy,Apartment,Active,With Kids,No,Good Match ✅
1702,Aspin,5 years,Calm,Medium,Chronic Illness,House,Sedentary,No Kids,No,Good Match ✅
1703,Aspin,5 years,Calm,Large,Healthy,Condo,Sedentary,With Kids,No,Good Match ✅
1704,Aspin,2 years,Calm,Medium,Special Needs,Condo,Active,No Kids,No,Good Match ✅
1705,Aspin,7 years,Energetic,Medium,Healthy,House,Sedentary,With Kids,Yes,Good Match ✅
1706,Aspin,3 years,Aggressive,Medium,Chronic Illness,House,Sedentary,No Kids,Yes,Bad Match ❌
1707,Aspin,3 years,Calm,Large,Special Needs,Condo,Sedentary,With Kids,No,Good Match ✅
1708,Aspin,3 years,Calm,Small,Special Needs,House,Active,No Kids,Yes,Good Match ✅
1709,Aspin,2 years,Calm,Medium,Chronic Illness,Condo,Active,No Kids,No,Good Match ✅
1710,Aspin,3 years,Calm,Medium,Chronic Illness,Condo,Sedentary,With Kids,No,Good Match ✅
1711,Aspin,3 years,Calm,Small,Chronic Illness,Condo,Sedentary,With Kids,No,Bad Match ❌
1712,Aspin,2 years,Energetic,Medium,Healthy,Condo,Active,No Kids,No,Good Match ✅
1713,Aspin,3 years,Independent,Small,Special Needs,Condo,Sedentary,No Kids,No,Bad Match ❌
1714,Aspin,2 years,Independent,Small,Chronic Illness,House,Active,With Kids,No,Good Match ✅
1715,Aspin,2 years,Independent,Medium,Special Needs,Apartment,Sedentary,With Kids,No,Bad Match ❌
1716,Aspin,7 years,Independent,Small,Special Needs,House,Active,No Kids,Yes,Bad Match ❌
1717,Aspin,7 years,Independent,Large,Healthy,Condo,Sedentary,No Kids,Yes,Good Match ✅
1718,Aspin,2 years,Aggressive,Small,Healthy,House,Sedentary,With Kids,Yes,Good Match ✅
1719,Aspin,2 years,Calm,Large,Special Needs,House,Active,With Kids,Yes,Good Match ✅
1720,Aspin,2 years,Calm,Medium,Special Needs,Condo,Sedentary,No Kids,Yes,Bad Match ❌
1721,Aspin,3 years,Aggressive,Large,Healthy,Condo,Sedentary,No Kids,No,Bad Match ❌
1722,Aspin,7 years,Independent,Small,Healthy,House,Active,With Kids,Yes,Bad Match ❌
1723,Aspin,8 years,Energetic,Large,Special Needs,House,Active,With Kids,No,Good Match ✅
1724,Aspin,2 years,Aggressive,Medium,Chronic Illness,Apartment,Sedentary,No Kids,Yes,Good Match ✅
1725,Aspin,7 years,Energetic,Small,Healthy,Apartment,Active,No Kids,No,Bad Match ❌
1726,Aspin,1.5 years,Independent,Small,Special Needs,Condo,Sedentary,No Kids,No,Good Match ✅
1727,Aspin,2 years,Independent,Large,Special Needs,House,Sedentary,With Kids,Yes,Bad Match ❌
1728,Aspin,7 years,Calm,Large,Healthy,House,Active,With Kids,Yes,Bad Match ❌
1729,Aspin,3 years,Energetic,Small,Healthy,Apartment,Active,With Kids,No,Good Match ✅
1730,Aspin,1.5 years,Aggressive,Medium,Healthy,Condo,Active,No Kids,No,Bad Match ❌
1731,Aspin,3 years,Independent,Large,Healthy,House,Sedentary,With Kids,No,Bad Match ❌
1732,Aspin,5 years,Calm,Medium,Healthy,Apartment,Active,No Kids,No,Bad Match ❌
1733,Aspin,3 years,Independent,Medium,Chronic Illness,Apartment,Active,No Kids,Yes,Bad Match ❌
1734,Aspin,3 years,Energetic,Medium,Special Needs,House,Active,No Kids,Yes,Good Match ✅
1735,Aspin,5 years,Calm,Small,Chronic Illness,House,Sedentary,No Kids,Yes,Good Match ✅
1736,Aspin,3 years,Calm,Small,Healthy,Apartment,Sedentary,No Kids,Yes,Good Match ✅
1737,Aspin,7 years,Energetic,Large,Chronic Illness,House,Sedentary,No Kids,No,Bad Match ❌
1738,Aspin,7 years,Independent,Medium,Healthy,House,Sedentary,No Kids,Yes,Bad Match ❌
1739,Aspin,7 years,Calm,Large,Healthy,Condo,Sedentary,No Kids,No,Good Match ✅
1740,Aspin,8 years,Independent,Large,Special Needs,House,Sedentary,With Kids,No,Bad Match ❌
1741,Aspin,3 years,Calm,Medium,Special Needs,House,Sedentary,No Kids,No,Good Match ✅
1742,Aspin,7 years,Independent,Small,Chronic Illness,House,Active,No Kids,Yes,Bad Match ❌
1743,Aspin,2 years,Independent,Large,Healthy,Apartment,Active,No Kids,Yes,Good Match ✅
1744,Aspin,3 years,Energetic,Small,Healthy,Condo,Active,No Kids,Yes,Good Match ✅
1745,Aspin,5 years,Calm,Small,Special Needs,Apartment,Active,With Kids,No,Good Match ✅
1746,Aspin,3 years,Aggressive,Large,Special Needs,House,Sedentary,No Kids,No,Bad Match ❌
1747,Aspin,2 years,Aggressive,Small,Special Needs,Condo,Active,No Kids,No,Bad Match ❌
1748,Aspin,1.5 years,Independent,Medium,Special Needs,Condo,Sedentary,With Kids,No,Good Match ✅
1749,Aspin,1.5 years,Aggressive,Large,Healthy,Apartment,Sedentary,With Kids,Yes,Good Match ✅
1750,Aspin,5 years,Independent,Medium,Special Needs,Condo,Active,With Kids,Yes,Good Match ✅
1751,Aspin,3 years,Independent,Large,Chronic Illness,House,Sedentary,No Kids,Yes,Good Match ✅
1752,Aspin,3 years,Calm,Medium,Special Needs,House,Active,With Kids,No,Good Match ✅
1753,Aspin,2 years,Energetic,Small,Chronic Illness,House,Active,No Kids,No,Good Match ✅
1754,Aspin,7 years,Calm,Medium,Chronic Illness,House,Sedentary,With Kids,No,Good Match ✅
1755,Aspin,1.5 years,Energetic,Large,Chronic Illness,Apartment,Active,No Kids,No,Bad Match ❌
1756,Aspin,2 years,Calm,Small,Chronic Illness,Condo,Active,With Kids,No,Bad Match ❌
1757,Aspin,8 years,Calm,Small,Special Needs,Condo,Active,No Kids,No,Good Match ✅
1758,Aspin,2 years,Aggressive,Large,Special Needs,House,Active,With Kids,No,Good Match ✅
1759,Aspin,1.5 years,Aggressive,Large,Healthy,Apartment,Sedentary,With Kids,Yes,Bad Match ❌
1760,Aspin,1.5 years,Calm,Small,Chronic Illness,Condo,Active,With Kids,Yes,Bad Match ❌
1761,Aspin,5 years,Aggressive,Medium,Healthy,Apartment,Active,With Kids,Yes,Bad Match ❌
1762,Aspin,5 years,Independent,Small,Chronic Illness,Apartment,Active,With Kids,No,Good Match ✅
1763,Aspin,2 years,Energetic,Small,Chronic Illness,Condo,Active,With Kids,No,Good Match ✅
1764,Aspin,2 years,Aggressive,Small,Chronic Illness,Condo,Active,No Kids,No,Good Match ✅
1765,Aspin,1.5 years,Independent,Medium,Special Needs,House,Active,No Kids,No,Good Match ✅
1766,Aspin,2 years,Calm,Medium,Special Needs,Condo,Sedentary,No Kids,No,Good Match ✅
1767,Aspin,8 years,Independent,Small,Chronic Illness,Condo,Active,With Kids,Yes,Good Match ✅
1768,Aspin,8 years,Energetic,Small,Chronic Illness,Apartment,Active,No Kids,No,Good Match ✅
1769,Aspin,3 years,Aggressive,Medium,Chronic Illness,House,Sedentary,With Kids,Yes,Bad Match ❌
1770,Aspin,2 years,Calm,Large,Healthy,Condo,Active,No Kids,Yes,Bad Match ❌
1771,Aspin,7 years,Independent,Medium,Special Needs,House,Active,With Kids,No,Bad Match ❌
1772,Aspin,3 years,Calm,Small,Special Needs,House,Sedentary,With Kids,Yes,Bad Match ❌
1773,Aspin,8 years,Independent,Small,Chronic Illness,House,Active,No Kids,No,Good Match ✅
1774,Aspin,3 years,Independent,Small,Healthy,Apartment,Active,With Kids,No,Bad Match ❌
1775,Aspin,1.5 years,Calm,Medium,Special Needs,House,Active,No Kids,Yes,Good Match ✅
1776,Aspin,8 years,Calm,Medium,Healthy,Apartment,Active,With Kids,No,Good Match ✅
1777,Aspin,2 years,Aggressive,Small,Special Needs,Apartment,Active,With Kids,Yes,Bad Match ❌
1778,Aspin,1.5 years,Energetic,Medium,Special Needs,House,Sedentary,With Kids,Yes,Good Match ✅
1779,Aspin,1.5 years,Aggressive,Small,Special Needs,House,Active,With Kids,No,Bad Match ❌
1780,Aspin,1.5 years,Aggressive,Large,Chronic Illness,Apartment,Sedentary,No Kids,No,Good Match ✅
1781,Aspin,8 years,Independent,Large,Healthy,House,Active,With Kids,No,Bad Match ❌
1782,Aspin,7 years,Aggressive,Medium,Chronic Illness,House,Sedentary,No Kids,No,Good Match ✅
1783,Aspin,7 years,Calm,Large,Chronic Illness,House,Sedentary,With Kids,Yes,Bad Match ❌
1784,Aspin,3 years,Calm,Small,Special Needs,House,Sedentary,With Kids,Yes,Bad Match ❌
1785,Aspin,3 years,Independent,Medium,Healthy,Condo,Sedentary,No Kids,No,Good Match ✅
1786,Aspin,8 years,Aggressive,Medium,Healthy,House,Sedentary,No Kids,No,Good Match ✅
1787,Aspin,5 years,Calm,Small,Special Needs,House,Sedentary,No Kids,Yes,Bad Match ❌
1788,Aspin,2 years,Aggressive,Medium,Healthy,Condo,Active,No Kids,No,Bad Match ❌
1789,Aspin,1.5 years,Aggressive,Small,Chronic Illness,House,Sedentary,No Kids,Yes,Bad Match ❌
1790,Aspin,2 years,Independent,Medium,Healthy,House,Active,No Kids,No,Good Match ✅
1791,Aspin,7 years,Energetic,Medium,Chronic Illness,Apartment,Active,No Kids,No,Good Match ✅
1792,Aspin,8 years,Independent,Medium,Healthy,House,Active,With Kids,No,Bad Match ❌
1793,Aspin,3 years,Aggressive,Large,Chronic Illness,House,Sedentary,With Kids,No,Good Match ✅
1794,Aspin,5 years,Aggressive,Small,Healthy,Condo,Sedentary,With Kids,Yes,Good Match ✅
1795,Aspin,5 years,Energetic,Medium,Chronic Illness,House,Active,With Kids,No,Bad Match ❌
1796,Aspin,1.5 years,Energetic,Large,Chronic Illness,House,Sedentary,No Kids,No,Bad Match ❌
1797,Aspin,1.5 years,Energetic,Small,Chronic Illness,Condo,Sedentary,No Kids,Yes,Good Match ✅
1798,Aspin,2 years,Independent,Medium,Chronic Illness,Apartment,Active,With Kids,No,Good Match ✅
1799,Aspin,3 years,Aggressive,Small,Chronic Illness,Condo,Active,No Kids,Yes,Good Match ✅
1800,Aspin,5 years,Calm,Large,Special Needs,House,Sedentary,No Kids,Yes,Good Match ✅
1801,Aspin,7 years,Independent,Large,Special Needs,Apartment,Active,With Kids,Yes,Bad Match ❌
1802,Aspin,7 years,Calm,Medium,Healthy,Apartment,Active,No Kids,Yes,Bad Match ❌
1803,Aspin,2 years,Independent,Small,Chronic Illness,Apartment,Active,No Kids,No,Bad Match ❌
